dataset,field_id,type,description,coverage,alphaCount,userCount,score
model77,mdl177_2_liquidityriskfactor_si_ratio,MATRIX,Ratio of shares sold short to average daily trading volume over the last 30 days,1.0,1126,297,198.7586125729248
option9,pcr_oi_720,MATRIX,"Ratio of put open interest to call open interest for options expiring in 720 days, indicating very long-term option sentiment",0.9838,953,574,198.75848691846963
analyst4,anl4_dez1qfv4_est,VECTOR,Estimation value,0.964,975,787,198.58211631342033
analyst4,reporting_currency_code_9,MATRIX,Home currency of instrument,1.0,779,594,198.53574622456452
model77,mdl177_garpanalystmodel_qgp_relgrowth,MATRIX,"Rank comparing company's growth metrics against its industry peers, showing relative growth strength",1.0,811,527,198.34048482014808
analyst4,anl4_fcfps_flag,MATRIX,Free cash flow per share - forecast type (revision/new/...),0.8947,1605,1094,198.27756715632006
option9,pcr_oi_30,MATRIX,"Ratio of put open interest to call open interest for options expiring in 30 days, reflecting medium-term option positioning",0.9838,1001,472,198.27300975890776
model51,correlation_last_90_days_spy,MATRIX,"The Pearson correlation coefficient of daily log returns between the security and SPY, calculated over the most recent 90 calendar days",0.9734,1054,508,198.1152005418543
news12,news_mins_5_pct_up,MATRIX,Number of minutes before the price increased by at least 5 percent after the news release,0.9214,1531,674,198.056856957368
analyst4,anl4_epsa_flag,MATRIX,Earnings per share adjusted by excluding extraordinary items and stock option expenses - forecast type (revision/new/...),1.0,872,409,197.8001413568878
option9,call_breakeven_30,MATRIX,"Open-interest-weighted average breakeven price of call options expiring in 30 days, representing the price at which call buyers break even",0.9824,1010,425,197.69914892155157
pv13,pv13_h_min20_top3000_sector,GROUP,grouping fields,1.0,1011,291,197.5806075098155
option9,put_breakeven_1080,MATRIX,Price at which a stock's put options with expiration 1080 days in the future break even based on its recent bid/ask mean,0.9795,868,593,197.55782784946715
option9,pcr_oi_all,MATRIX,Ratio of total put option open interest to call option open interest aggregated across all option maturities for the stock,0.9838,957,444,197.5188491905398
analyst4,actual_eps_value_quarterly,MATRIX,Earnings Per Share (Income Statement/Per Share) (Actual),1.0,810,447,197.50664670322905
news18,nws18_qep,VECTOR,"Equities sentiment polarity score derived from positive/negative words in news (typically -1, 0, +1)",1.0,985,298,197.43878141297978
model77,mdl177_2_garpanalystmodel_qgp_vfpriceratio,MATRIX,"Ranking based on the ratio of intrinsic (fundamental, value-based) valuation to market price, indicating relative under/overvaluation",0.9546,1182,512,197.4194678656377
earnings4,ern4_ernmv1,VECTOR,"Stock price move on the most recent past earnings date, expressed as a percentage change (float, decimal fraction)",0.9692,1234,338,197.23826302752306
analyst4,anl4_ady_pu,VECTOR,The number of upper estimations,0.7196,5677,2266,197.03460662286682
model77,mdl177_liquidityriskfactor_si_ratio_alt,MATRIX,Short interest ratio: shares sold short divided by average daily volume over last 30 days; estimates days to cover shorts,1.0,980,276,197.00581212659034
model77,mdl177_2_deepvaluefactor_curep,MATRIX,"Current Earnings Yield (sum of recent 3 quarters EPS and analyst estimates, divided by price)",0.9442,1285,491,197.00531263043717
model77,mdl177_2_sensitivityfactor400_chg12msip,MATRIX,Change in the short interest ratio (shares sold short / shares outstanding) over the previous 12 months,0.9616,1244,361,196.8871291481169
pv13,pv13_revere_index_cap,MATRIX,Company market capitalization,0.8495,2047,1201,196.65490043706978
option9,call_breakeven_120,MATRIX,"Price at which a stock's call options with expiration 120 days in the future break even based on its recent bid/ask mean, weighted by open interest or volume",0.9824,948,381,196.52119102913215
news12,nws12_prez_57l,VECTOR,Number of minutes that elapsed before price went up 7.5 percentage points,0.9199,1282,722,196.4766097569502
model77,mdl177_2_managementqualityfactor_saleicap,MATRIX,Trailing 12-month sales divided by invested capital,1.0,873,312,196.46181970925613
option8,implied_volatility_mean_skew_30,MATRIX,Skew steepness for the implied volatility duration of 30 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,985,654,196.4397397242026
option8,implied_volatility_mean_skew_120,MATRIX,Skew steepness for the implied volatility duration of 120 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,976,654,196.34804269860408
option8,implied_volatility_mean_skew_60,MATRIX,Skew steepness for the implied volatility duration of 60 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,1093,507,196.20836706771166
pv13,pv13_revere_zipcode,MATRIX,Zip code,0.9328,1265,542,196.2017226267109
pv13,pv13_h_min10_top3000_sector,GROUP,grouping fields,1.0,874,289,196.09164347847874
model16,analyst_revision_rank_derivative,MATRIX,Daily-indicator variant of momentum capturing recent price moves and analyst estimate revisions,1.0,699,447,196.03476951250897
model51,systematic_risk_last_30_days,MATRIX,"The portion of the security’s return variance attributed to systematic (market) risk, quantified as R² from a regression on SPY, over the last 30 calendar days",0.965,957,474,195.9650517998818
analyst4,anl4_fsactualafv4_item,VECTOR,Financial item,0.7877,2701,2030,195.86889299310337
pv13,pv13_h_min10_all_sector,GROUP,grouping fields,0.9995,914,254,195.84555837854737
news12,news_ton_last,MATRIX,Price at the time of the news,0.9717,849,512,195.82374272069748
model77,mdl177_garpanalystmodel_qgp_capeff,MATRIX,"Measurement of capital utilization efficiency, showing how effectively the company uses its capital for growth/profit",1.0,776,345,195.7865973789651
option9,call_breakeven_180,MATRIX,Open-interest-weighted mean breakeven price at which buyers of call options break even for options expiring in 180 days,0.9824,905,355,195.70504671468996
pv13,pv13_5l_scibr,GROUP,grouping fields,0.9385,1009,682,195.659530396207
model77,mdl177_2_deepvaluefactor_fcfp,MATRIX,Leading 12-Month Median Earnings Yield,0.9521,1114,415,195.52952314024853
socialmedia12,scl12_sentvec,VECTOR,Vector representing the sentiment score (bullish/bearish/neutral) derived from social media data for the instrument,1.0,714,384,195.48904209837897
model77,mdl177_5shortsentimentfactor_dmd_supply,MATRIX,"Demand-to-supply ratio in securities lending, indicating borrow demand relative to lendable supply",1.0,676,428,195.48399732376285
news12,news_main_vwap,MATRIX,Main session volume-weighted average price,0.9707,947,380,195.32754189818374
option8,implied_volatility_mean_skew_150,MATRIX,Skew steepness for the implied volatility duration of 150 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,911,609,195.30369468658012
analyst4,anl4_afv4_median_eps,MATRIX,Earnings per share - median of estimations,1.0,644,439,195.12637680251927
news12,news_max_up_amt,MATRIX,After-news high minus the price at the time of the news,0.9692,941,377,195.07452372386155
news18,nws18_ssc,VECTOR,"Granular sentiment score from -1.00 to +1.00 for the story, combining multiple sentiment analysis techniques",1.0,740,327,195.04507429488157
analyst4,anl4_netprofita_low,MATRIX,Adjusted net income - the lowest estimation,0.7511,4090,1517,194.90119196907185
news18,nws18_ghc_lna,VECTOR,Change in analyst recommendation,0.903,1454,558,194.75835916183144
pv13,pv13_r2_min5_3000_sector,GROUP,grouping fields,1.0,843,237,194.74287831431695
analyst4,anl4_afv4_eps_low,MATRIX,Earnings per share - The lowest estimation for annual frequency,1.0,607,457,194.7360947402326
pv13,pv13_h_f3_sector,GROUP,grouping fields,0.9989,786,261,194.4140050029795
news12,news_vol_stddev,MATRIX,"Z-score of current volume compared to 30-day average volume, using 30-day volume standard deviation",0.9672,927,348,194.32567693887412
analyst4,anl4_ptp_high,MATRIX,Pretax income - the highest estimation,0.7327,3390,2818,194.27948887682692
model53,mdl53_jc5_10year,MATRIX,Annualized default probability at the 10-year horizon (percentage),0.965,1106,245,194.12074700674816
analyst4,anl4_adxqfv110_pu,VECTOR,The number of upper estimations,0.6979,4883,2626,194.09518730073364
model77,mdl177_2_managementqualityfactor_noato,MATRIX,Net operating asset turnover: trailing 12-month sales divided by 4-quarters average net operating assets (short-term debt + long-term debt + preferred equity + common equity - cash),0.9837,899,251,194.04109307080023
analyst4,anl4_basicconqfv110_pu,VECTOR,The number of upper estimations,0.7262,3857,2295,193.89366072185402
analyst4,anl4_ptp_low,MATRIX,Pretax income - the lowest estimation,0.7327,4573,1397,193.76542335979602
analyst4,anl4_netprofita_value,MATRIX,Adjusted net income- announced financial value,0.9312,954,604,193.76325569496152
news18,nws18_qcm,VECTOR,News sentiment of relevant news with high confidence,1.0,678,299,193.72512364886796
news12,news_pct_90min,MATRIX,Percent change in price during the first 90 minutes following the news release,0.9692,793,398,193.63564169692066
news12,nws12_mainz_57l,VECTOR,Number of minutes that elapsed before price went up 7.5 percentage points,0.9741,740,410,193.58297232544206
news18,nws18_relevance,VECTOR,Score from 0 to 100 indicating how strongly the entity is related to the story higher is more relevant,1.0,681,282,193.47753106665084
model77,mdl177_2_growthanalystmodel_qga_opmarginsales,MATRIX,Measure of linkage between operating margin and sales (strength of margins relative to revenue growth),1.0,643,308,193.34369364553226
analyst4,est_ptp,MATRIX,Pretax income - mean of estimations,0.7527,3037,1930,193.28851324369975
analyst4,anl4_epsr_low,MATRIX,GAAP Earnings per share - The lowest estimation,0.7153,5019,1466,193.19672601757267
news12,news_eod_low,MATRIX,Lowest price from the time of news to end of session,0.9707,874,290,193.17885519943363
option9,pcr_oi_20,MATRIX,Ratio of put open interest to call open interest on a stock's options with expiration 20 days in the future,0.9838,687,355,193.0925420335936
option9,forward_price_20,MATRIX,Synthetic forward price for the underlying at 20 days derived from put-call parity using ATM options and adjusted for interest rates and dividends,0.9796,704,349,192.83164380053998
analyst4,anl4_afv4_eps_number,MATRIX,Earnings per share - number of estimations for annual frequency,1.0,561,361,192.77323955806577
analyst4,est_netprofit,MATRIX,Net profit - mean of estimations,0.7861,2480,1323,192.7162335194028
news12,nws12_mainz_mov_vol,VECTOR,30-day moving average session volume,0.9689,784,324,192.46596308947278
model77,enterprise_value_weighted_value_score,MATRIX,Earnings Valuation (submodule of Value Analyst II),1.0,551,350,192.43941158010028
news12,nws12_mainz_prev_vol,VECTOR,Previous day's session volume,0.9733,693,373,192.37599859214072
analyst4,anl4_ebit_number,MATRIX,Earnings before interest and taxes - number of estimations,0.7097,3584,2698,192.31832059542722
model53,mdl53_jc5_1year,MATRIX,Annualized default probability at the 1-year horizon (percentage),0.965,903,255,192.29418082631955
option8,implied_volatility_mean_skew_10,MATRIX,Skew steepness for the implied volatility duration of 10 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from the mean implied volatility of the call and put options with strikes at 90% of the money,0.9508,793,430,192.1813750629901
news18,nws18_ber,VECTOR,Earnings Release Indicator flag for earnings release events,1.0,615,265,192.14995117924366
news12,nws12_prez_01l,VECTOR,Number of minutes that elapsed before price went up 10 percentage points,0.9199,980,511,192.0673477208512
option8,implied_volatility_mean_skew_20,MATRIX,Skew steepness for the implied volatility duration of 20 calendar days by subtracting the mean implied volatility of the call and put options with strikes at 110% of the money from implied volatility of the call and put options with strikes at 90% of the money,0.9508,733,490,192.04731092511776
pv13,pv13_4l_scibr,GROUP,grouping fields,0.9385,786,543,192.02702871845375
option9,option_breakeven_10,MATRIX,Open-interest-weighted mean breakeven price at which buyers of calls and puts combined break even for options expiring in 10 days,0.9835,684,287,191.95899078330197
news12,news_pct_120min,MATRIX,Percent change in price during the first 120 minutes following the news release,0.9063,1037,582,191.92144656901078
analyst4,anl4_netprofita_number,MATRIX,Adjusted net income - number of estimations,0.7511,2697,1920,191.91566618151978
pv13,pv13_h_min51_f3_sector,GROUP,grouping fields,0.9989,755,171,191.9078861458626
pv13,pv13_r2_min10_3000_sector,GROUP,grouping fields,1.0,659,212,191.72885917875186
analyst4,anl4_qfv4_actual,VECTOR,Announced financial data,0.9925,485,453,191.70257222921168
news12,news_atr_ratio,MATRIX,Ratio of current day's price range to 20-day average true range,0.7967,2598,791,191.67162730548705
news12,news_pct_30sec,MATRIX,Percent change in price in the 30 seconds after the news release,0.9673,635,432,191.63567427341368
option9,call_breakeven_270,MATRIX,Price at which a stock's call options with expiration 270 days in the future break even based on its recent bid/ask mean,0.9824,668,284,191.56028650262556
model77,mdl177_2_deepvaluefactor_estep,MATRIX,Forward 12-month median earnings-to-price (earnings yield),0.9722,681,333,191.5260015433181
option9,pcr_vol_270,MATRIX,"Ratio of total put options volume to call options volume for contracts expiring 270 days in the future, indicating short-term options flow sentiment at longer tenor",0.981,603,355,191.5103956336083
socialmedia12,scl12_typevec,VECTOR,Vector containing the type indices identifying the categories of instruments in the dataset,1.0,554,285,191.4696401915636
model77,mdl177_deepvaluefactor_curep_alt,MATRIX,Cash-to-Price,0.9477,844,349,191.45303204598903
analyst4,anl4_capex_value,MATRIX,Capital Expenditures - announced financial value,0.6592,6549,1786,191.23367086209012
option9,call_breakeven_150,MATRIX,"Price at which a stock's call options with expiration 150 days in the future break even based on its recent bid/ask mean, weighted by open interest or volume",0.9824,666,264,191.16654958908734
option9,call_breakeven_60,MATRIX,"Open interest-weighted mean breakeven price for call options expiring in 60 days, showing average price at which call buyers break even",0.9824,631,293,191.146792778162
pv13,pv13_6l_scibr,GROUP,grouping fields,0.9385,757,488,191.11864630379807
option9,forward_price_30,MATRIX,"Synthetic forward price at 30 days expiry, derived from at-the-money call and put options, reflecting market consensus forward expectation",0.9796,621,312,191.02041688009257
pv13,rel_ret_part,MATRIX,Averaged one-day return of the instrument's partners,0.7097,3926,1722,190.98542172841977
news18,nws18_nip,VECTOR,"Narrative impact score in [-1, 1] estimating the news item’s short-term market impact (e.g., next two hours)",0.903,1264,330,190.73886588850152
pv13,pv13_h_min5_3000_sector,GROUP,grouping fields,1.0,620,192,190.6267617638592
option9,pcr_vol_180,MATRIX,"Ratio of total put option volume to call option volume for options expiring in 180 days, capturing short-term options flow sentiment",0.981,539,368,190.56967461578583
analyst4,anl4_median_epsreported,MATRIX,GAAP Earnings per share - median of estimations,0.7153,3832,1453,190.4543989442729
analyst4,anl4_bac1detaillt_item,VECTOR,Financial item,0.6827,4106,2405,190.40308562223868
news12,news_pct_60min,MATRIX,Percent change in price during the first 60 minutes following the news release,0.9692,618,341,190.37510641215897
analyst4,anl4_fs_guidances_advanced_qf_nd_netprofita_minguidance,MATRIX,Minimum guidance value for adjusted net income,1.0,428,377,190.2890401673781
news18,nws18_bee,VECTOR,"Earnings evaluation score indicating positive, neutral, or negative assessment (-1, 0, +1)",1.0,516,259,190.28383690016193
model53,mdl53_implied_spreads,MATRIX,"Model-implied credit spread level for the issuer on the given date, typically expressed in basis points",0.9641,801,219,190.24922381042694
option9,forward_price_180,MATRIX,Synthetic forward price at 180 days derived from put-call parity using at-the-money calls and puts reflecting market consensus forward expectation,0.9796,588,293,190.16216067320929
news12,news_pct_30min,MATRIX,Percent change in price during the first 30 minutes following the news release,0.9717,584,345,190.1183123476072
option9,call_breakeven_720,MATRIX,Weighted mean breakeven price of call options expiring in 720 days indicating the price at which call buyers break even,0.9824,583,273,190.00465036022263
option9,forward_price_720,MATRIX,Synthetic forward price at 720 days derived from at-the-money call and put options reflecting the market's forward expectation of the underlying security,0.9796,567,287,189.69601658789125
option9,call_breakeven_360,MATRIX,"Weighted mean break-even price of call options expiring in 360 days, based on recent bid/ask prices",0.9824,570,256,189.45927252103624
model77,mdl177_2_relativevaluemodel_ttmfcfp,MATRIX,TTM Free Cash Flow-to-Price; trailing 12-month free cash flow per share divided by month-end trading price. Free cash flow is operating cash flow minus capital expenditures and cash dividends,0.9896,620,186,189.42885390360772
option9,pcr_vol_10,MATRIX,"Ratio of total put option volume to call option volume for options expiring in 10 days, reflecting very short-term sentiment flow",0.981,523,304,189.31647572624746
option9,forward_price_1080,MATRIX,"Synthetic forward price at 1080 days derived from at-the-money call and put option prices, reflecting market consensus for the underlying at that tenor",0.9796,525,308,189.27971851186584
analyst4,anl4_ebit_low,MATRIX,Earnings before interest and taxes - The lowest estimation,0.7097,3918,1213,189.21429784009354
news12,nws12_prez_4p,VECTOR,The minimum of L or S above for 4-minute bucket,0.9199,806,426,189.20715674884264
analyst4,anl4_dez1qfv4_preest,VECTOR,The previous estimation of finanicial item,0.964,518,419,189.12031238804593
analyst4,anl4_cuo1detailafv110_item,VECTOR,Financial item,0.688,3926,1798,189.03124171553276
news12,nws12_mainz_curr_vol,VECTOR,Current day's session volume,0.9733,518,331,188.87471367624136
analyst4,anl4_capex_high,MATRIX,Capital Expenditures - The highest estimation,0.6173,8457,1538,188.85312084951875
news12,news_post_vwap,MATRIX,Post-session volume-weighted average price,0.9705,557,298,188.79580749076652
model53,mdl53_jc5_3month,MATRIX,Annualized default probability at the 3-month horizon (percentage),0.965,869,134,188.71130600867843
option9,forward_price_360,MATRIX,"Synthetic forward price at 360 days derived from put-call parity using ATM call and put prices, reflecting the market-consensus forward expectation of the underlying",0.9796,578,226,188.69777486313697
option9,pcr_vol_1080,MATRIX,Ratio of put volume to call volume on a stock's options with expiration 1080 days in the future.,0.981,502,291,188.6896707123388
analyst4,est_sales,MATRIX,Sales - mean of estimations,0.7458,2789,1043,188.67204259036703
pv13,pv13_h_min30_3000_mapped_sector,GROUP,grouping fields,1.0,532,173,188.5804907377311
analyst4,actual_sales_value_quarterly,MATRIX,Sales - Value in financial services income statement (in millions),1.0,421,276,188.57014067129683
option9,option_breakeven_120,MATRIX,"Weighted mean breakeven price for combined call and put options with expiration 120 days in the future, based on recent bid/ask mid-prices and weighted by open interest or volume",0.9835,540,233,188.56079836525333
model77,mdl177_2_deepvaluefactor_fwdep,MATRIX,Forward 12-month earnings-to-price ratio (mean consensus EPS divided by trading price),0.9709,541,291,188.42642902573786
option9,option_breakeven_270,MATRIX,The weighted mean price at which buyers of call and put options combined break even at 270 days to expiry based on recent bid/ask prices,0.9835,577,192,188.2591896312482
model77,mdl177_2_vma2_vma2_va,MATRIX,"Value Analyst II composite score aggregating valuation-oriented subscores (Earnings Quality, Earnings Valuation, Financial Statement Valuation, Investor Sentiment)",1.0,525,166,188.2429811894609
news12,news_mins_3_pct_up,MATRIX,Number of minutes before the price increased by at least 3 percent after the news release,0.9209,737,400,188.09924538253756
analyst4,est_epsr,MATRIX,GAAP Earnings per share - mean of estimations,0.7405,2862,968,188.027576110435
model77,mdl177_relativevaluemodel_ttmfcfp,MATRIX,Trailing Twelve Month Free Cash Flow-to-Price; trailing 12-month free cash flow per share divided by month-end trading price,0.9896,544,181,187.98789138201641
analyst4,anl4_capex_low,MATRIX,Capital Expenditures - The lowest estimation,0.6173,7535,1626,187.97693369865715
news12,news_mins_5_pct_dn,MATRIX,Number of minutes before the price decreased by at least 5 percent after the news release,0.8467,1212,637,187.97021050616445
analyst4,anl4_ebit_high,MATRIX,Earnings before interest and taxes - The highest estimation,0.7097,3358,1285,187.96044542011077
option9,option_breakeven_20,MATRIX,Price at which a stock's options with expiration 20 days in the future break even based on its recent bid/ask mean,0.9835,458,286,187.93791317940355
news12,nws12_mainz_mktcap,VECTOR,Reported market capitalization for the calendar day of the session,0.9726,627,187,187.86761147883175
pv13,pv13_hierarchy_min2_focused_pureplay_3000_513_sector,GROUP,grouping fields,0.9929,400,302,187.79827830061254
option9,forward_price_270,MATRIX,Synthetic forward price at 270 days expiry derived from ATM calls and puts reflecting the market-consensus forward expectation,0.9796,515,233,187.69767323160414
news12,news_mins_7_5_pct_dn,MATRIX,Number of minutes elapsed before price decreases by 7.5 percentage points after the event,0.8817,914,519,187.62838471063256
option9,forward_price_120,MATRIX,Synthetic forward price at 120 days derived from at-the-money call and put options reflecting the market's forward expectation of the underlying security,0.9796,429,331,187.6235269314585
option9,option_breakeven_1080,MATRIX,Open-interest-weighted mean breakeven price at which buyers of calls and puts combined break even for options expiring in 1080 days,0.9835,525,203,187.59361209659818
model77,mdl177_2_sensitivityfactor400_rev3my2std,MATRIX,"3-M Revision in FY2 EPS Forecasts: Dispersion Relative : It is defined as the change in a stock's current analysts mean earnings estimate for fiscal year 2 less that of three months ago, scaled by the standard deviation of analyst forecasts as of three months ago.",0.932,1022,150,187.59134684359088
option9,pcr_vol_360,MATRIX,Ratio of put volume to call volume on a stock's options with expiration 360 days in the future,0.981,470,261,187.49030345896966
analyst4,est_capex,MATRIX,Capital Expenditures - mean of estimations,0.6427,5859,1464,187.47710143296646
news12,news_mins_4_pct_up,MATRIX,Number of minutes before the price increased by at least 4 percent after the news release,0.9673,522,277,187.4639202091024
model77,mdl177_garpanalystmodel_qgp_roefcf,MATRIX,"Combined measure of profitability (ROE) and cash flow (FCF), ranking stocks by both financial quality factors",1.0,450,191,187.40215025516568
model16,composite_factor_score_derivative,MATRIX,Momentum score based on analyst revisions; intraday variant,1.0,379,269,187.3938223221962
news18,nws18_qmb,VECTOR,"Editorials and commentary score indicating stance or sentiment (-1, 0, +1)",1.0,482,165,187.36010547830844
option9,option_breakeven_180,MATRIX,"Weighted mean break-even price for combined call and put options expiring in 180 days, based on recent bid/ask prices",0.9835,487,225,187.35582905489292
analyst4,anl4_cfo_low,MATRIX,Cash Flow From Operations - The lowest estimation,0.6232,6985,1471,187.30852075011188
news12,news_mins_20_pct_up,MATRIX,Number of minutes that elapsed before price went up 20 percentage points,0.9673,491,303,187.29992567195418
model77,mdl177_growthanalystmodel_qga_opmarginsales_alt,MATRIX,"The relationship between operating margin and sales, indicating operational profitability as a proportion of sales",1.0,412,221,187.24786283897174
option9,option_breakeven_30,MATRIX,"Open-interest-weighted average breakeven price of all call and put options expiring in 30 days, representing the price at which option buyers collectively break even",0.9835,455,246,187.12186977828378
news12,news_mov_vol,MATRIX,30-day moving average of session volume,0.8046,1721,618,187.11294321329973
news12,news_ton_high,MATRIX,Highest price reached during the session before the time of news,0.9707,499,261,187.0578035030274
pv1,adjfactor,MATRIX,Adjustment factor applied to historical prices and dividends to account for splits and other corporate actions,1.0,484,153,187.026251921443
option9,forward_price_150,MATRIX,Synthetic forward price at 150 days derived from at-the-money call and put options reflecting the market's forward expectation of the underlying security,0.9796,446,269,186.97769574112758
option9,forward_price_60,MATRIX,Synthetic forward price at 60 days derived from at-the-money call and put options reflecting the market's forward expectation of the underlying security,0.9796,443,271,186.94725595580223
option9,call_breakeven_90,MATRIX,Price at which a stock's call options with expiration 90 days in the future break even based on its recent bid/ask mean,0.9824,427,275,186.93323628440373
analyst4,anl4_fs_detail_estimates_basic_qf_delay1_v4_nd_sales_number,MATRIX,Number of Sales estimates,0.9852,389,313,186.9284323207782
option9,put_breakeven_120,MATRIX,Price at which a stock's put options with expiration 120 days in the future break even based on its recent bid/ask mean,0.9795,442,267,186.84063260300564
news12,nws12_prez_5p,VECTOR,The minimum of L or S above for 5-minute bucket,0.9199,614,451,186.77463357722635
option9,put_breakeven_90,MATRIX,Open-interest-weighted mean breakeven price at which buyers of put options break even for options expiring in 90 days,0.9795,453,250,186.75823667607239
analyst4,anl4_bac1detailrec_item,VECTOR,Financial item,0.7128,2880,1290,186.7547893050785
model77,mdl177_5shortsentimentfactor_dmd_conc,MATRIX,Demand value concentration: degree to which borrowing demand is concentrated among a few borrowers,1.0,534,114,186.5473281107763
news12,news_ton_low,MATRIX,Lowest price reached during the session before the time of news,0.9707,481,247,186.4165848713309
model77,mdl177_2_deepvaluefactor_ttmocfp,MATRIX,Trailing 12-month operating cash flow per share divided by trading price,1.0,374,225,186.37193525606554
model16,cashflow_efficiency_rank_derivative,MATRIX,Ranks stocks by their ability to generate cash flows and operational profitability,1.0,355,247,186.31645103934522
model77,mdl177_fa_fc_fwdep,MATRIX,Leading 12-Month Mean Earnings Yield: Next 4-quarter mean consensus earnings estimate divided by trading price,0.9712,537,191,186.28606246175673
option9,pcr_vol_120,MATRIX,Ratio of put options volume to call options volume for contracts expiring in 120 days on a stock's options,0.981,397,285,186.24447910694363
model77,mdl177_valanalystmodel_qva_chgacc,MATRIX,Change in Net Op Working Capital Rank,1.0,434,162,186.22221131492066
model77,mdl177_deepvaluefactor_fcfp_alt,MATRIX,Leading 12-Month Median Earnings Yield,0.9611,512,254,186.21907617749983
option9,put_breakeven_720,MATRIX,Weighted mean breakeven price of put options expiring in 720 days indicating the put buyers break-even price based on recent bid/ask,0.9795,414,260,186.05538723892045
pv13,pv13_h_min52_3000_sector,GROUP,grouping fields,1.0,478,129,186.05467822638707
model16,earnings_certainty_rank_derivative,MATRIX,Measures the sustainability and certainty of earnings quality,1.0,361,226,186.04119220566474
news12,news_mins_1_chg,MATRIX,Minimum number of minutes taken for price to move (up or down) 1 percentage point after the event,0.9175,657,356,186.03072822215134
model53,mdl53_jc5_7year,MATRIX,Annualized default probability at the 7-year horizon (percentage),0.965,569,181,185.97639704366992
analyst4,anl4_fs_detail_estimate_1qf_v4_nd_netprofit_number,MATRIX,Net Profit - number of analyst estimates,0.9409,488,396,185.93330629818468
analyst4,anl4_basicconafv110_pu,VECTOR,The number of upper estimations,0.7343,2118,1277,185.78225375737037
option9,put_breakeven_30,MATRIX,The weighted mean break-even price of put options expiring in 30 days based on recent bid/ask prices,0.9795,404,257,185.75366859567347
analyst4,anl4_epsr_high,MATRIX,GAAP Earnings per share - The highest estimation,0.7153,2575,1252,185.73641064672276
news12,nws12_prez_mov_vol,VECTOR,30-day moving average session volume,0.9123,693,331,185.68039444965052
model77,mdl177_2_sensitivityfactor400_ney,MATRIX,"Normalized Earnings Yield : It is defined as the average of three normalized earnings calculated by ROE, NPM and EPS FY2, scaled by price.",0.851,1113,437,185.66821875675453
option9,pcr_vol_all,MATRIX,"Ratio of total put option volume to call option volume aggregated across all maturities, measuring short-term options flow sentiment",0.981,411,236,185.65053419917092
